15.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [2]	Composition FeO in User-defined (SLAG) [Mass percent] [2]	20.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [3]	Composition FeO in User-defined (SLAG) [Mass percent] [3]	25.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [4]	Composition FeO in User-defined (SLAG) [Mass percent] [4]	40.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [5]	Composition FeO in User-defined (SLAG) [Mass percent] [5]	60.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [6]	Composition FeO in User-defined (SLAG) [Mass percent] [6]	80.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [7]	Composition FeO in User-defined (SLAG) [Mass percent] [7]	100.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [8]	Composition FeO in User-defined (SLAG) [Mass percent] [8]	120.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [9]	Composition FeO in User-defined (SLAG) [Mass percent] [9]	130.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [10]	Composition FeO in User-defined (SLAG) [Mass percent] [10]	150.0 IONIC_LIQ#2 	Composition SiO2 in User-defined (SLAG) [Mass percent] [11]	Composition FeO in User-defined (SLAG) [Mass percent] [11]	0.17400000000000002 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [13]	Composition FeO in User-defined (SLAG) [Mass percent] [13]	0.261 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [14]	Composition FeO in User-defined (SLAG) [Mass percent] [14]	0.34800000000000003 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [15]	Composition FeO in User-defined (SLAG) [Mass percent] [15]	0.43500000000000005 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [16]	Composition FeO in User-defined (SLAG) [Mass percent] [16]	0.522 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [17]	Composition FeO in User-defined (SLAG) [Mass percent] [17]	0.6090000000000001 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [18]	Composition FeO in User-defined (SLAG) [Mass percent] [18]	0.6960000000000001 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [19]	Composition FeO in User-defined (SLAG) [Mass percent] [19]	0.783 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [20]	Composition FeO in User-defined (SLAG) [Mass percent] [20]	0.8700000000000001 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [21]	Composition FeO in User-defined (SLAG) [Mass percent] [21]	0.9570000000000001 Ratio of liquid slag to all slag (by weight) 	Composition SiO2 in User-defined (SLAG) [Mass percent] [22]	Composition FeO in User-defined (SLAG) [Mass percent] [22]
			20.00000	0.85000	28.87808	25.00000	0.71507	18.70000	40.00000	4.25000	7.00908	60.00000	17.00000	3.32239	80.00000	10.20000	1.19944																						0.43500	27.69661	1.70000	0.52200	25.62427	6.80000	0.60900	24.49890	10.20000	0.69600	23.89748	12.75000	0.78300	24.88408	12.75000	0.87000	26.23266	11.90000	0.95700	28.05000	11.05625
			20.00000	0.84610	28.90000	25.00000	0.47331	19.55000	40.00000	3.40000	7.15041	60.00000	16.15000	3.31672	80.00000	9.35000	1.19253																						0.43500	28.05000	1.22683	0.52200	26.25289	5.95000	0.60900	24.65000	10.03098	0.69600	24.48070	11.90000	0.78300	25.42556	11.90000	0.87000	26.35000	11.70974	0.95700	28.05560	11.05000
			20.00000	0.69964	29.75000	25.00000	0.23146	20.40000	40.00000	2.55000	7.42049	60.00000	15.30000	3.31665	80.00000	8.50000	1.18699																						0.43500	28.26374	0.85000	0.52200	26.35000	5.83497	0.60900	25.10561	9.35000	0.69600	24.65000	11.67312	0.78300	25.50000	11.78684	0.87000	26.79525	11.05000	0.95700	28.62851	10.20000
			20.00000	0.55263	30.60000	25.00000	0.00000	21.21393	40.00000	2.12628	7.65000	60.00000	14.45000	3.32098	80.00000	7.65000	1.18264																						0.43500	28.78968	0.00000	0.52200	26.80880	5.10000	0.60900	25.50000	8.82776	0.69600	25.04314	11.05000	0.78300	25.94307	11.05000	0.87000	27.20000	10.30200	0.95700	28.90000	9.83139
			20.00000	0.40504	31.45000				40.00000	1.70000	7.91367	60.00000	13.60000	3.32501	80.00000	6.80000	1.17932																									0.52200	27.20000	4.54700	0.60900	25.70406	8.50000	0.69600	25.50000	10.37774	0.78300	26.35000	10.39965	0.87000	27.28508	10.20000	0.95700	29.19640	9.35000
			20.00000	0.25679	32.30000				40.00000	1.10695	8.50000	60.00000	12.75000	3.31836	80.00000	5.95000	1.17740																									0.52200	27.37493	4.25000	0.60900	26.27123	7.65000	0.69600	25.60773	10.20000	0.78300	26.46763	10.20000	0.87000	27.89731	9.35000	0.95700	29.75000	8.52089
			20.00000	0.10786	33.15000				40.00000	0.85000	8.77904	60.00000	11.90000	3.31159	80.00000	5.10000	1.21988																									0.52200	27.90213	3.40000	0.60900	26.35000	7.53922	0.69600	26.13604	9.35000	0.78300	26.97422	9.35000	0.87000	28.05000	9.02903	0.95700	29.77089	8.50000
			20.00000	0.00000	33.76773				40.00000	0.51516	9.35000	60.00000	11.05000	3.30798	80.00000	4.25000	1.28381																									0.52200	28.05000	3.17664	0.60900	26.79544	6.80000	0.69600	26.35000	9.02297	0.78300	27.20000	8.98083	0.87000	28.45514	8.50000	0.95700	30.25785	7.65000
									40.00000	0.02910	10.20000	60.00000	10.20000	3.30703	80.00000	3.40000	1.37528																									0.52200	28.40833	2.55000	0.60900	27.20000	6.17629	0.69600	26.66043	8.50000	0.78300	27.47990	8.50000	0.87000	28.90000	7.93484	0.95700	30.60000	7.10797
									40.00000	0.00000	10.25413	60.00000	9.35000	3.30836	80.00000	2.55000	1.50906																									0.52200	28.90000	1.75034	0.60900	27.33223	5.95000	0.69600	27.18689	7.65000	0.78300	27.98418	7.65000	0.87000	29.09189	7.65000	0.95700	30.83930	6.80000
												60.00000	8.50000	3.31163	80.00000	1.75339	1.70000																									0.52200	28.92840	1.70000	0.60900	27.83987	5.10000	0.69600	27.20000	7.62926	0.78300	28.05000	7.54031	0.87000	29.72326	6.80000	0.95700	31.24458	5.95000
												60.00000	7.65000	3.31659	80.00000	1.70000	1.71500																									0.52200	29.40597	0.85000	0.60900	28.05000	4.76361	0.69600	27.68366	6.80000	0.78300	28.52172	6.80000	0.87000	29.75000	6.76653	0.95700	31.45000	5.60277
												60.00000	6.80000	3.32301	80.00000	0.85000	2.10848																									0.52200	29.75000	0.27397	0.60900	28.34501	4.25000	0.69600	28.05000	6.19535	0.78300	28.90000	6.10678	0.87000	30.26595	5.95000	0.95700	31.79071	5.10000
												60.00000	5.95000	3.32331	80.00000	0.30430	2.55000																									0.52200	29.90301	0.00000	0.60900	28.85197	3.40000	0.69600	28.19135	5.95000	0.78300	29.02970	5.95000	0.87000	30.60000	5.47566	0.95700	32.16791	4.25000
												60.00000	5.10000	3.32991	80.00000	0.00000	2.82876																												0.60900	28.90000	3.32078	0.69600	28.68597	5.10000	0.78300	29.62290	5.10000	0.87000	30.81346	5.10000	0.95700	32.30000	4.01100
												60.00000	4.25000	3.36565																															0.60900	29.33751	2.55000	0.69600	28.90000	4.74038	0.78300	29.75000	4.82860	0.87000	31.32972	4.25000	0.95700	32.68799	3.40000
												60.00000	3.88020	3.40000																															0.60900	29.75000	1.85227	0.69600	29.18045	4.25000	0.78300	30.16768	4.25000	0.87000	31.45000	4.06547	0.95700	33.04258	2.55000
												60.00000	3.40000	3.45221																															0.60900	29.83644	1.70000	0.69600	29.67611	3.40000	0.78300	30.60000	3.72636	0.87000	31.80721	3.40000	0.95700	33.15000	2.34280
												60.00000	2.55000	3.62230																															0.60900	30.32046	0.85000	0.69600	29.75000	3.27446	0.78300	30.80125	3.40000	0.87000	32.29070	2.55000	0.95700	33.55225	1.70000
												60.00000	1.70000	3.91300																															0.60900	30.60000	0.37412	0.69600	30.23914	2.55000	0.78300	31.38777	2.55000	0.87000	32.30000	2.53429	0.95700	33.88135	0.85000
												60.00000	1.11503	4.25000																															0.60900	30.84744	0.00000	0.69600	30.60000	1.84052	0.78300	31.45000	2.46855	0.87000	32.72617	1.70000	0.95700	34.00000	0.60832
												60.00000	0.85000	4.42485																																		0.69600	30.70480	1.70000	0.78300	31.88354	1.70000	0.87000	33.15000	0.89365			
												60.00000	0.24758	5.10000																																		0.69600	31.38118	0.85000	0.78300	32.30000	1.03294	0.87000	33.17137	0.85000			
												60.00000	0.00000	5.39950																																		0.69600	31.45000	0.73585	0.78300	32.39423	0.85000	0.87000	33.58709	0.00000			
																																																0.69600	31.90822	0.00000	0.78300	32.83901	0.00000						
